gtdb_genome_representative	aquatic_habitat	host_associated	soil_habitat
GB_GCA_016845305.1	1	0	0
GB_GCA_002348705.1	1	0	0
GB_GCA_015658775.1			
GB_GCA_014381745.1	1	0	0
GB_GCA_002329105.1	1	0	0
GB_GCA_018263555.1	1	0	0
GB_GCA_018644905.1	1	0	0
GB_GCA_002501135.1	1	0	0
GB_GCA_002346745.1	1	0	0
GB_GCA_002699725.1	1	1	0
GB_GCA_014381945.1			
GB_GCA_002420485.1	1	0	0
GB_GCA_018691355.1	1	0	0
GB_GCA_009835395.1	0	1	0
GB_GCA_009843865.1	0	1	0
GB_GCA_002239105.1	0	1	0
GB_GCA_009837345.1	0	1	0
GB_GCA_016703525.1	0	0	1
GB_GCA_903868545.1	1	0	0
GB_GCA_903925745.1	1	0	0
GB_GCA_016870275.1	1	0	0
GB_GCA_903852755.1	1	0	0
GB_GCA_903903905.1	1	0	0
GB_GCA_903953195.1	1	0	0
GB_GCA_007118345.1	1	0	1
GB_GCA_009701845.1	1	0	0
GB_GCA_001025035.1	1	0	0
GB_GCA_903941145.1	1	0	0
GB_GCA_013694495.1	0	0	1
GB_GCA_016716005.1	0	0	1
GB_GCA_902805655.1	0	0	1
GB_GCA_902805665.1	0	0	1
GB_GCA_902812475.1			
GB_GCA_005888325.1			
GB_GCA_005888295.1			
GB_GCA_003136185.1	0	0	1
GB_GCA_003161715.1	0	0	1
GB_GCA_003140595.1	0	0	1
GB_GCA_003142175.1	0	0	1
GB_GCA_903907185.1	1	0	0
GB_GCA_903845085.1	1	0	0
GB_GCA_903873395.1	1	0	0
GB_GCA_003164095.1	0	0	1
GB_GCA_903845575.1	1	0	0
GB_GCA_903906055.1	1	0	0
GB_GCA_903853495.1	1	0	0
GB_GCA_017883135.1	0	0	1
GB_GCA_003138575.1	0	0	1
GB_GCA_015478655.1			
GB_GCA_017883065.1	0	0	1
GB_GCA_003152015.1	0	0	1
GB_GCA_017883075.1	0	0	1
GB_GCA_003133325.1	0	0	1
GB_GCA_003151955.1	0	0	1
GB_GCA_017882995.1	0	0	1
GB_GCA_003139255.1	0	0	1
GB_GCA_003135715.1	0	0	1
GB_GCA_003163095.1	0	0	1
GB_GCA_003161575.1	0	0	1
GB_GCA_003169675.1	0	0	1
GB_GCA_003160635.1	0	0	1
GB_GCA_003133545.1	0	0	1
GB_GCA_003151235.1	0	0	1
GB_GCA_003162395.1	0	0	1
GB_GCA_903826065.1	1	0	0
GB_GCA_903873775.1	1	0	0
GB_GCA_003136535.1	0	0	1
GB_GCA_903859965.1	1	0	0
GB_GCA_903833145.1	1	0	0
GB_GCA_018971385.1	1	0	0
GB_GCA_013044285.1			
GB_GCA_903828785.1	1	0	0
GB_GCA_903825765.1	1	0	0
GB_GCA_903860745.1	1	0	0
GB_GCA_018971185.1	1	0	0
GB_GCA_013044265.1			
GB_GCA_003136415.1	0	0	1
GB_GCA_001443545.1			
GB_GCA_903824885.1	1	0	0
GB_GCA_003133665.1	0	0	1
GB_GCA_003138815.1	0	0	1
GB_GCA_003133125.1	0	0	1
GB_GCA_003163975.1	0	0	1
GB_GCA_002452255.1	0	0	1
GB_GCA_903970515.1			
GB_GCA_003163875.1	0	0	1
GB_GCA_003132165.1	0	0	1
GB_GCA_003141095.1	0	0	1
GB_GCA_003132205.1	0	0	1
GB_GCA_003158855.1	0	0	1
GB_GCA_903868975.1	1	0	0
GB_GCA_002255565.1	1	0	0
GB_GCA_003142095.1	0	0	1
GB_GCA_003134515.1	0	0	1
GB_GCA_003133405.1	0	0	1
GB_GCA_003132305.1	0	0	1
GB_GCA_003141815.1	0	0	1
GB_GCA_003162475.1	0	0	1
GB_GCA_017883045.1	0	0	1
GB_GCA_003152215.1	0	0	1
GB_GCA_003167415.1	0	0	1
GB_GCA_003133685.1	0	0	1
GB_GCA_003155915.1	0	0	1
GB_GCA_013044405.1			
GB_GCA_903830655.1	1	0	0
GB_GCA_903953655.1	1	0	0
GB_GCA_018970215.1	1	0	0
GB_GCA_903881845.1	1	0	0
GB_GCA_903824545.1	1	0	0
GB_GCA_903875425.1	1	0	0
GB_GCA_903825305.1	1	0	0
GB_GCA_903893955.1	1	0	0
GB_GCA_903864625.1	1	0	0
GB_GCA_903824745.1	1	0	0
GB_GCA_009697945.1	1	0	0
GB_GCA_903847955.1	1	0	0
GB_GCA_903819845.1	1	0	0
GB_GCA_903918025.1	1	0	0
GB_GCA_001443565.1	1	0	0
GB_GCA_013044365.1			
GB_GCA_004298555.1	1	0	0
RS_GCF_900128965.1			
RS_GCF_000745905.1	1	0	0
RS_GCF_000023265.1	1	0	0
GB_GCA_013044385.1			
GB_GCA_013044475.1			
GB_GCA_003138155.1	0	0	1
GB_GCA_019241495.1	0	0	1
GB_GCA_005884125.1			
RS_GCF_014805525.1	1	0	0
GB_GCA_018969405.1	1	0	0
GB_GCA_009705225.1	1	0	0
GB_GCA_903827085.1	1	0	0
GB_GCA_903867185.1	1	0	0
GB_GCA_009700115.1	1	0	0
GB_GCA_009703925.1	1	0	0
GB_GCA_007121465.1	1	0	1
GB_GCA_016649895.1	0	0	1
RS_GCF_009650215.1	1	0	1
GB_GCA_016794585.1	0	0	1
GB_GCA_016870475.1	1	0	0
GB_GCA_009699605.1	1	0	0
GB_GCA_016185275.1	1	0	0
GB_GCA_016702505.1	0	0	1
RS_GCF_019048865.1	0	0	1
GB_GCA_017577565.1			
GB_GCA_009886035.1	0	0	1
GB_GCA_009694375.1	1	0	0
GB_GCA_004366205.1	1	0	1
GB_GCA_016781135.1	0	0	1
GB_GCA_013821025.1	0	0	1
RS_GCF_003426815.1			
GB_GCA_007124885.1	1	0	1
GB_GCA_007693335.1	1	0	0
GB_GCA_017851985.1	1	0	0
GB_GCA_017852535.1	1	0	0
GB_GCA_016780885.1	1	0	0
GB_GCA_012269985.1			
GB_GCA_002501485.1	1	0	0
GB_GCA_013213745.1	1	0	0
GB_GCA_015767405.1	0	0	1
GB_GCA_018666235.1	1	0	0
RS_GCF_000348785.1			
GB_GCA_905480335.1	1	0	0
RS_GCF_000350145.1			
RS_GCF_004364865.1			
GB_GCA_016700055.1	0	0	1
GB_GCA_903872155.1	1	0	0
GB_GCA_017852225.1	1	0	0
GB_GCA_016871355.1	1	0	0
GB_GCA_004379135.1	1	0	0
GB_GCA_017856815.1			
GB_GCA_903904615.1	1	0	0
GB_GCA_017856475.1	1	0	0
GB_GCA_005790505.1	1	0	0
GB_GCA_016463545.1	1	0	0
GB_GCA_014190235.1	1	0	0
GB_GCA_016870215.1	1	0	0
GB_GCA_903839765.1	1	0	0
GB_GCA_014190095.1	1	0	0
GB_GCA_001437785.1	1	0	0
GB_GCA_014190295.1	1	0	0
GB_GCA_017853655.1	1	0	0
GB_GCA_016870935.1	1	0	0
GB_GCA_014189975.1	1	0	0
GB_GCA_017856115.1	1	0	0
GB_GCA_016870865.1	1	0	0
GB_GCA_006515795.1	1	0	0
GB_GCA_903919455.1	1	0	0
GB_GCA_016213625.1	1	0	0
GB_GCA_016213665.1	1	0	0
GB_GCA_016722025.1	1	0	1
GB_GCA_009698525.1	1	0	0
GB_GCA_903919215.1	1	0	0
GB_GCA_009700985.1	1	0	0
GB_GCA_009705765.1	1	0	0
GB_GCA_012730075.1			
GB_GCA_016719385.1	0	0	1
RS_GCF_000299415.1	1	0	1
GB_GCA_018003035.1	1	0	0
GB_GCA_003577105.1	1	0	0
GB_GCA_016208485.1	1	0	0
GB_GCA_017852335.1	1	0	0
GB_GCA_018401275.1	1	0	0
GB_GCA_007127115.1	1	0	1
GB_GCA_007136095.1	1	0	1
GB_GCA_007125215.1	1	0	1
GB_GCA_003558435.1	1	0	1
GB_GCA_007693425.1	1	0	0
RS_GCF_004300825.1	0	0	1
RS_GCF_000969705.1			
GB_GCA_013695145.1	0	0	1
GB_GCA_013696915.1	0	0	1
GB_GCA_009377835.1			
GB_GCA_003553795.1	1	0	1
RS_GCF_004322855.1	0	0	1
GB_GCA_003553565.1	1	0	1
GB_GCA_003550425.1	1	0	1
GB_GCA_009379795.1			
RS_GCF_003074135.1	0	1	0
RS_GCF_003344865.1	1	0	0
RS_GCF_003073135.1	1	0	0
GB_GCA_017882835.1	0	0	1
GB_GCA_017882765.1	0	0	1
GB_GCA_017882785.1	0	0	1
GB_GCA_019239875.1	0	0	1
GB_GCA_016201065.1	1	0	0
GB_GCA_902805565.1	0	0	1
GB_GCA_009379995.1			
RS_GCF_003002095.1			
GB_GCA_018437505.1	1	0	0
GB_GCA_016887465.1	1	0	0
RS_GCF_006717075.1			
RS_GCF_000981225.1			
GB_GCA_003725585.1	0	0	1
RS_GCF_014203805.1			
RS_GCF_001552555.1			
RS_GCF_013410565.1			
RS_GCF_004323735.1			
RS_GCF_009728995.1			
RS_GCF_000826685.1	0	0	1
RS_GCF_014204715.1			
RS_GCF_000341105.1			
RS_GCF_000341245.1	0	0	1
RS_GCF_000341185.1	0	0	1
RS_GCF_002263495.1	0	0	1
RS_GCF_014201195.1			
RS_GCF_000341025.1	0	0	1
RS_GCF_000340965.1			
RS_GCF_000341145.1	0	0	1
RS_GCF_000340985.1	1	0	1
RS_GCF_900141985.1			
GB_GCA_013364295.1	1	0	1
RS_GCF_001570765.1			
RS_GCF_000341005.1	0	0	1
RS_GCF_000341085.1			
RS_GCF_013410755.1			
RS_GCF_000341265.1	0	0	1
RS_GCF_014651695.1			
RS_GCF_000294515.1	0	1	1
RS_GCF_900143625.1	0	0	0
RS_GCF_018207095.1			
RS_GCF_000515115.1			
GB_GCA_001942255.1			
RS_GCF_000341125.1	0	0	1
RS_GCF_014203695.1			
RS_GCF_009830945.1			
RS_GCF_000092985.1	1	1	1
RS_GCF_000341065.1	0	0	1
RS_GCF_001998325.1			
RS_GCF_001905145.1			
RS_GCF_003014485.1			
RS_GCF_900167435.1			
RS_GCF_003336425.1	1	0	1
RS_GCF_004363075.1			
RS_GCF_013408795.1			
RS_GCF_001660385.1			
RS_GCF_001592045.1			
RS_GCF_001517975.1			
GB_GCA_003164955.1	0	0	1
RS_GCF_007827045.1	1	0	1
GB_GCA_019239975.1	0	0	1
GB_GCA_019246795.1			
GB_GCA_003161165.1	0	0	1
GB_GCA_003168255.1	0	0	1
RS_GCF_006716785.1			
GB_GCA_003242605.1			
RS_GCF_013761175.1			
RS_GCF_002093975.1			
RS_GCF_014873535.1			
RS_GCF_014203235.1			
RS_GCF_014646515.1			
RS_GCF_001083785.1			
RS_GCF_002850745.1	0	0	1
RS_GCF_014207745.1			
RS_GCF_003313395.1	0	0	1
RS_GCF_013363995.1	0	0	1
RS_GCF_014646355.1			
RS_GCF_013283785.1			
RS_GCF_900100395.1			
RS_GCF_900323885.1	1	1	1
RS_GCF_014207985.1			
RS_GCF_008086045.1	0	1	0
RS_GCF_000725485.1	0	0	1
RS_GCF_003236395.1	0	0	1
RS_GCF_005893125.1	0	0	1
RS_GCF_005889735.1	0	0	1
RS_GCF_004011505.1			
RS_GCF_000379885.1	1	0	1
RS_GCF_014873145.1			
RS_GCF_900099965.1			
RS_GCF_008065375.1	0	0	1
RS_GCF_003001935.1			
RS_GCF_900108335.1			
RS_GCF_004348345.1	0	0	1
RS_GCF_004348685.1	0	0	1
RS_GCF_005889725.1	0	1	1
RS_GCF_015645445.1			
RS_GCF_001417755.1			
RS_GCF_003947315.1			
RS_GCF_016863215.1	0	0	1
RS_GCF_016863155.1	0	0	1
RS_GCF_016863195.1	0	0	1
RS_GCF_015711605.1			
RS_GCF_014203605.1			
RS_GCF_014191075.1			
RS_GCF_014654615.1			
RS_GCF_014203715.1			
RS_GCF_000024865.1	0	0	1
RS_GCF_014203795.1			
RS_GCF_003203775.1			
RS_GCF_000721075.1	0	0	1
RS_GCF_014648055.1			
RS_GCF_016863335.1	0	0	1
RS_GCF_016863275.1	0	0	1
RS_GCF_016863295.1	0	0	1
RS_GCF_016862895.1	0	0	1
RS_GCF_014712745.1	0	1	0
RS_GCF_000718475.1	0	1	1
RS_GCF_014161385.1	0	1	1
RS_GCF_012999535.1			
RS_GCF_014161445.1			
RS_GCF_014647835.1	0	0	1
RS_GCF_017896165.1			
RS_GCF_016863035.1	0	0	1
GB_GCA_001552515.1			
RS_GCF_016863115.1	0	0	1
RS_GCF_000092645.1	0	0	1
GB_GCA_001570385.1			
RS_GCF_001570405.1			
RS_GCF_001528665.1			
GB_GCA_017592665.1	0	0	1
RS_GCF_001570565.1	0	0	1
RS_GCF_001570545.1			
RS_GCF_001570605.1			
RS_GCF_018476525.1	1	0	1
RS_GCF_016862995.1	0	0	1
RS_GCF_009687845.1			
RS_GCF_009687865.1	0	0	1
RS_GCF_014202315.1			
RS_GCF_003315795.1	0	1	1
RS_GCF_900099985.1			
RS_GCF_016863435.1	0	0	1
RS_GCF_900100605.1			
RS_GCF_014207705.1			
RS_GCF_018531465.1	1	0	1
RS_GCF_003323745.1	0	0	1
RS_GCF_016863355.1	0	0	1
RS_GCF_016863375.1	0	0	1
RS_GCF_016863395.1	0	1	0
RS_GCF_003594875.1	0	0	1
RS_GCF_006716425.1			
RS_GCF_003751225.1			
RS_GCF_002995495.1	0	1	0
RS_GCF_003289645.1	0	1	0
RS_GCF_003386555.1			
RS_GCF_900108175.1			
RS_GCF_003589885.1	0	0	1
RS_GCF_000024385.1			
RS_GCF_006363815.1			
RS_GCF_001552235.1			
RS_GCF_015751755.1			
RS_GCF_001552635.1			
RS_GCF_001552175.1			
RS_GCF_003428695.1	0	0	1
RS_GCF_000518265.1	0	0	1
RS_GCF_003696215.1	0	0	1
RS_GCF_000374305.1	0	1	0
RS_GCF_009831215.1	0	1	0
RS_GCF_000381885.1	0	0	1
RS_GCF_009604375.1			
RS_GCF_009793335.1			
RS_GCF_000425065.1	0	0	1
RS_GCF_014873935.1			
RS_GCF_014648495.1			
RS_GCF_008824145.1	0	1	0
RS_GCF_000718255.1	0	0	1
RS_GCF_900659615.1	0	0	1
RS_GCF_001552215.1			
RS_GCF_009733595.1			
RS_GCF_004349215.1	0	0	1
RS_GCF_900659635.1	0	0	1
RS_GCF_014706005.1	0	1	1
RS_GCF_001552135.1	0	1	1
RS_GCF_004348535.1	0	0	1
RS_GCF_005889715.1			
RS_GCF_004348735.1	0	0	1
RS_GCF_004348515.1	0	0	1
RS_GCF_004348425.1	0	0	1
RS_GCF_003634705.1	0	1	0
RS_GCF_006716765.1			
RS_GCF_004349245.1	0	0	1
RS_GCF_004348665.1	1	0	1
RS_GCF_008327685.1	1	1	0
RS_GCF_014648455.1			
RS_GCF_004349235.1	0	0	1
RS_GCF_013364275.1	1	0	1
RS_GCF_004348335.1	0	0	1
RS_GCF_001552195.1			
RS_GCF_013372625.1			
RS_GCF_001552155.1	0	0	1
RS_GCF_017573505.1	0	1	0
RS_GCF_008923185.1	0	0	1
RS_GCF_014323665.1			
RS_GCF_014323705.1			
GB_GCA_009380095.1			
GB_GCA_017354315.1			
GB_GCA_009379825.1			
GB_GCA_009379955.1			
RS_GCF_000015025.1	1	0	0
GB_GCA_012719445.1			
RS_GCF_002198675.1			
GB_GCA_016794595.1	0	0	1
GB_GCA_016713225.1	0	0	1
RS_GCF_013408305.1			
RS_GCF_004364645.1			
RS_GCF_003327535.1	0	0	1
RS_GCF_900101785.1			
GB_GCA_004010125.1			
RS_GCF_009742705.1			
RS_GCF_000310065.1	0	0	0
RS_GCF_003325455.1			
RS_GCF_000423445.1			
RS_GCF_000425285.1	0	1	0
RS_GCF_000227295.1	0	1	0
RS_GCF_009696315.1			
RS_GCF_000144085.1	0	1	0
RS_GCF_000008345.1	1	1	0
GB_GCA_001700755.1	0	1	0
RS_GCF_900605005.1	0	0	0
RS_GCF_000426605.1	0	1	0
GB_GCA_015062705.1	0	1	0
RS_GCF_003666605.1	0	1	0
RS_GCF_900111365.1			
GB_GCA_900097215.1			
GB_GCA_900097205.1			
GB_GCA_900097265.1			
GB_GCA_900097175.1			
GB_GCA_900097225.1			
RS_GCF_000091725.1	0	1	0
GB_GCA_900097235.1			
GB_GCA_900097165.1			
RS_GCF_011758645.1			
RS_GCF_000413315.1			
GB_GCA_012517405.1			
GB_GCA_012517115.1			
RS_GCF_000423485.1	0	1	0
RS_GCF_900155645.1			
RS_GCF_900103275.1			
RS_GCF_003932855.1	0	1	0
RS_GCF_900343145.1			
GB_GCA_000619965.1			
RS_GCF_001998865.1	1	1	1
RS_GCF_001997345.1			
RS_GCF_900141915.1			
GB_GCA_016714275.1	0	0	1
RS_GCF_900107385.1			
RS_GCF_014164715.1	1	0	1
GB_GCA_012837465.1			
RS_GCF_014164775.1			
RS_GCF_001693815.1			
RS_GCF_014489575.1			
RS_GCF_003932785.1	0	1	0
RS_GCF_003859805.1	0	1	0
RS_GCF_018128325.1	0	1	0
RS_GCF_900607225.1			
RS_GCF_000277715.1	0	1	0
GB_GCA_905372155.1			
RS_GCF_007197885.1	0	1	0
RS_GCF_003688855.1	0	0	1
RS_GCF_900163845.1			
GB_GCA_019113555.1	0	1	0
RS_GCF_017355265.1			
RS_GCF_015352975.1	0	0	1
RS_GCF_000421525.1	0	0	1
GB_GCA_016711105.1	0	0	1
GB_GCA_013693855.1	0	0	1
RS_GCF_900289045.1			
GB_GCA_016711205.1	0	0	1
GB_GCA_016717345.1	0	0	1
GB_GCA_017306015.1	0	0	1
GB_GCA_001603275.1			
RS_GCF_002563675.1			
GB_GCA_002482525.1			
GB_GCA_013791955.1	1	0	0
GB_GCA_002841335.1	1	0	0
GB_GCA_002843035.1	1	0	0
GB_GCA_016716635.1	0	0	1
RS_GCF_000826085.1			
GB_GCA_012517965.1			
RS_GCF_004324765.1			
RS_GCF_014164685.1	1	0	1
GB_GCA_012838755.1			
RS_GCF_004324755.1			
GB_GCA_016711325.1	0	0	1
RS_GCF_004126535.1	0	0	0
RS_GCF_011393335.1			
GB_GCA_014858005.1	0	0	1
RS_GCF_000423465.1			
GB_GCA_009780915.1	0	1	0
GB_GCA_002250565.1	0	1	0
RS_GCF_006716235.1			
RS_GCF_000423085.1			
GB_GCA_012839035.1			
GB_GCA_002250705.1	0	1	0
GB_GCA_002250625.1	0	1	0
GB_GCA_012719335.1			
RS_GCF_900092135.1			
RS_GCF_009646095.1	1	0	1
RS_GCF_016907535.1			
GB_GCA_902805915.1	0	0	1
RS_GCF_000270245.1			
RS_GCF_900105065.1			
RS_GCF_017876495.1			
RS_GCF_014193425.1			
RS_GCF_900105785.1			
RS_GCF_900110855.1			
RS_GCF_014137855.1			
RS_GCF_014646195.1			
RS_GCF_009707365.1	0	0	1
RS_GCF_900105385.1			
RS_GCF_007362775.1	0	1	1
RS_GCF_013407955.1			
RS_GCF_009299835.1	0	0	1
GB_GCA_013696555.1	0	0	1
GB_GCA_013697585.1	0	0	1
GB_GCA_013696365.1	0	0	1
GB_GCA_013698185.1	0	0	1
RS_GCF_002797495.1			
RS_GCF_011751775.1	1	1	1
RS_GCF_008039565.1			
RS_GCF_001426755.1			
RS_GCF_001423335.1			
RS_GCF_001509405.1	1	0	0
RS_GCF_003586285.1			
RS_GCF_001426485.1			
RS_GCF_013283745.1			
RS_GCF_009661045.1	0	1	0
RS_GCF_003065605.1	0	1	0
RS_GCF_003443875.1	1	0	1
RS_GCF_902506105.1	0	1	0
RS_GCF_001428805.1			
RS_GCF_001425755.1			
GB_GCA_000471045.1	1	0	0
RS_GCF_000312105.1	0	1	0
RS_GCF_013868155.1			
RS_GCF_013408555.1			
RS_GCF_007992115.1			
RS_GCF_009707245.1			
RS_GCF_003850045.1			
RS_GCF_003674095.1			
RS_GCF_007421815.1	0	1	0
RS_GCF_002174305.1	0	1	0
GB_GCA_013693815.1	0	0	1
RS_GCF_008087345.1	1	0	0
RS_GCF_011299595.1			
GB_GCA_902805845.1	0	0	1
RS_GCF_004168035.1			
GB_GCA_902805855.1	0	0	1
GB_GCA_002384855.1	0	0	1
GB_GCA_018672315.1			
RS_GCF_019039255.1	0	0	1
RS_GCF_014395785.1	0	0	1
RS_GCF_003674065.1			
RS_GCF_014644415.1			
RS_GCF_000426045.1			
RS_GCF_000720335.1	0	0	1
RS_GCF_900104965.1			
RS_GCF_001424755.1	0	1	0
GB_GCA_017744365.1	0	0	1
RS_GCF_003725775.1	0	0	1
RS_GCF_003725695.1	0	0	1
RS_GCF_003725535.1	0	0	1
GB_GCA_009701885.1	1	0	0
GB_GCA_001627395.1	1	0	0
RS_GCF_013408145.1			
RS_GCF_004919085.1	0	0	1
RS_GCF_015319165.1			
RS_GCF_006494815.1	0	0	1
GB_GCA_008123405.1	0	1	0
RS_GCF_013410655.1			
RS_GCF_014180685.1			
RS_GCF_003160695.1	0	0	1
RS_GCF_003515065.1	0	0	1
RS_GCF_008373765.1	0	0	1
RS_GCF_014180715.1			
RS_GCF_008373755.1	0	0	1
RS_GCF_004803405.1	0	0	1
RS_GCF_000785495.1	0	0	1
RS_GCF_018831735.1			
RS_GCF_006494775.1	0	0	1
RS_GCF_006335005.1	0	0	1
RS_GCF_016907515.1			
GB_GCA_019192965.1			
RS_GCF_016803235.1			
RS_GCF_013409625.1			
RS_GCF_006715725.1			
RS_GCF_004912195.1	1	0	0
RS_GCF_000519005.1			
RS_GCF_001428765.1			
GB_GCA_000745515.1	0	0	1
RS_GCF_001428565.1			
RS_GCF_014108865.1	0	0	1
RS_GCF_001427545.1			
GB_GCA_009780515.1	0	1	0
RS_GCF_016918045.1			
RS_GCF_900112345.1			
RS_GCF_013155365.1			
RS_GCF_009557055.1	0	1	0
RS_GCF_004000195.1	0	1	0
RS_GCF_014127485.1	0	1	0
RS_GCF_016827675.1			
RS_GCF_003600895.1	1	0	0
RS_GCF_014646375.1			
RS_GCF_004337475.1	0	0	1
RS_GCF_000426525.1	0	0	1
RS_GCF_010686755.1			
RS_GCF_006716315.1			
RS_GCF_900101045.1			
RS_GCF_014191915.1			
RS_GCF_013408335.1			
RS_GCF_015752315.1			
RS_GCF_014648595.1			
RS_GCF_000364605.1			
RS_GCF_003945325.1			
RS_GCF_000422825.1	0	0	1
RS_GCF_900101465.1			
RS_GCF_001422955.1			
GB_GCA_002729525.1	1	0	0
RS_GCF_006346395.1			
RS_GCF_008087085.1	0	1	0
RS_GCF_006346315.1	0	0	1
RS_GCF_004522105.1	0	1	0
RS_GCF_016924665.1			
GB_GCA_902805925.1	0	0	1
RS_GCF_009823805.1			
RS_GCF_011046535.1	0	0	1
RS_GCF_000422805.1	0	0	1
RS_GCF_007992415.1			
RS_GCF_007992395.1			
RS_GCF_004522095.1			
RS_GCF_015024225.1			
RS_GCF_002117935.1	0	0	1
RS_GCF_001425175.1			
RS_GCF_000620705.1			
RS_GCF_000620645.1			
RS_GCF_014191495.1	0	0	1
RS_GCF_003660455.1	0	1	0
RS_GCF_000015265.1	0	0	1
RS_GCF_009758195.1			
RS_GCF_014212315.1			
RS_GCF_014138045.1	0	1	0
RS_GCF_013409645.1			
RS_GCF_013466985.1	1	0	1
RS_GCF_014646035.1			
RS_GCF_009707205.1			
RS_GCF_001653335.1			
RS_GCF_015070765.1			
RS_GCF_013409965.1			
RS_GCF_003121585.1			
RS_GCF_003194585.1	0	0	1
RS_GCF_013408415.1			
GB_GCA_001429555.1			
RS_GCF_012272695.1	0	0	1
RS_GCF_001552535.1			
RS_GCF_001427925.1			
RS_GCF_014842875.1			
RS_GCF_004519545.1	0	0	1
RS_GCF_003333285.1	0	1	0
RS_GCF_013624415.1			
RS_GCF_003194625.1	0	0	1
RS_GCF_004014875.1	0	1	0
RS_GCF_015070385.1			
RS_GCF_003194605.1	1	0	0
RS_GCF_014635145.1	0	1	0
RS_GCF_005217835.1	0	1	0
RS_GCF_003047295.1	0	0	1
RS_GCF_011300215.1			
RS_GCF_003057875.1			
RS_GCF_003047285.1			
RS_GCF_001428425.1	0	0	1
RS_GCF_001429625.1			
RS_GCF_004683965.1	0	0	1
RS_GCF_017916425.1			
RS_GCF_013410035.1			
RS_GCF_014779665.1			
RS_GCF_900105585.1			
RS_GCF_004137255.1			
RS_GCF_014779675.1			
RS_GCF_002836395.1	0	0	1
RS_GCF_016735675.1			
RS_GCF_004137245.1			
RS_GCF_004137345.1			
RS_GCF_001425025.1			
RS_GCF_014653115.1			
RS_GCF_004785795.1	0	0	1
RS_GCF_004137235.1			
RS_GCF_018275325.1			
RS_GCF_014265965.1			
RS_GCF_013155375.1			
RS_GCF_017916385.1			
RS_GCF_017310035.1	1	0	0
RS_GCF_001428125.1			
RS_GCF_003076135.1	0	0	1
RS_GCF_018459925.1	1	0	0
RS_GCF_902506435.1	0	1	0
RS_GCF_015352455.1			
RS_GCF_015352445.1			
RS_GCF_008761635.1	0	0	1
RS_GCF_004564375.1	0	0	1
RS_GCF_013409425.1			
GB_GCA_013697905.1	0	0	1
GB_GCA_009379735.1			
GB_GCA_009377795.1			
RS_GCF_007828865.1			
RS_GCF_004361855.1			
RS_GCF_000024345.1	0	0	1
RS_GCF_001984195.1			
RS_GCF_014205135.1			
RS_GCF_014217565.1	0	0	1
RS_GCF_003261635.1	0	0	1
RS_GCF_010548305.1			
RS_GCF_000372465.1			
RS_GCF_004345665.1			
RS_GCF_004348725.1	0	0	1
RS_GCF_004342025.1			
RS_GCF_013131805.1			
RS_GCF_004348455.1			
RS_GCF_004349055.1	0	0	1
RS_GCF_011761605.1			
RS_GCF_004331335.1	0	0	1
RS_GCF_004331345.1	0	0	1
RS_GCF_004366005.1			
RS_GCF_004365875.1			
RS_GCF_004365355.1			
RS_GCF_006715085.1			
RS_GCF_017876295.1			
RS_GCF_014205295.1			
GB_GCA_902805775.1	0	0	1
GB_GCA_016650445.1	0	0	1
GB_GCA_009923495.1	1	0	0
GB_GCA_903892635.1	1	0	0
GB_GCA_009885745.1	0	0	1
GB_GCA_009698575.1	1	0	0
GB_GCA_903920865.1	1	0	0
GB_GCA_903915555.1	1	0	0
GB_GCA_018003655.1	1	0	0
GB_GCA_016703125.1	0	0	1
GB_GCA_016719135.1	0	0	1
GB_GCA_004297305.1	1	0	0
GB_GCA_903903425.1	1	0	0
GB_GCA_903927265.1	1	0	0
GB_GCA_903832025.1	1	0	0
GB_GCA_009699465.1	1	0	0
GB_GCA_017857175.1	1	0	0
GB_GCA_018401415.1	1	0	0
GB_GCA_018609145.1	1	0	0
GB_GCA_002390705.1	1	0	0
GB_GCA_017854795.1	1	0	0
GB_GCA_016870195.1	1	0	0
GB_GCA_018402235.1	1	0	0
GB_GCA_017859565.1	1	0	0
GB_GCA_002323875.1	1	0	0
GB_GCA_903940375.1	1	0	0
GB_GCA_016717115.1	0	0	1
GB_GCA_016125355.1	1	0	0
GB_GCA_017856385.1			
GB_GCA_903934925.1	1	0	0
GB_GCA_903949345.1	1	0	0
GB_GCA_014190275.1	1	0	0
GB_GCA_903934245.1	1	0	0
GB_GCA_903850745.1	1	0	0
GB_GCA_017857875.1	1	0	0
GB_GCA_018609125.1	1	0	0
GB_GCA_903888695.1	1	0	0
GB_GCA_903933225.1	1	0	0
GB_GCA_016870425.1	1	0	0
GB_GCA_004379115.1	1	0	0
GB_GCA_016870515.1	1	0	0
GB_GCA_017848795.1	1	0	1
GB_GCA_903918645.1	1	0	0
GB_GCA_903826575.1	1	0	0
GB_GCA_009697815.1	1	0	0
GB_GCA_016125335.1	1	0	0
RS_GCF_013004605.1			
RS_GCF_003751265.1			
RS_GCF_900101335.1			
RS_GCF_015390235.1			
RS_GCF_900218025.1			
RS_GCF_008041935.1			
RS_GCF_006335115.1			
RS_GCF_014270065.1			
RS_GCF_001426435.1	0	1	0
RS_GCF_900187395.1			
RS_GCF_006542415.1	0	1	0
RS_GCF_000023925.1			
RS_GCF_009602535.1	0	0	1
RS_GCF_009602515.1	0	0	1
RS_GCF_003121625.1			
RS_GCF_007197575.1			
RS_GCF_006519705.1	0	0	1
